PatId	Patnum	Year	OrigTechArea	city	state	state	country	topicId	ourTechArea	ourCPCnum1	ourCPCnum2	ourCPCnum3	GeoCode	origCPC1	origCPC2	origCPC3
pat0022	num-7305983	yr2007	Site Assessment	Honolulu  HI	HI	HI	USA	1	Site Assessment	G01W	G06Q	G01R	HI	H02H	G01R	
pat0051	num-7516557	yr2009	Site Assessment	Linden  TN	TN	TN	USA	5	Solar Monitoring	Y04S	G06Q	Y02E	TN			
pat0151	num-7929324	yr2011	Solar Inverter	Sunnyvale  CA	CA	CA	USA	0	Solar Inverter	H02M	Y02E	H02J	Bay_Area	H02J	Y02E	
pat0423	num-12/375 644	yr2009	Solar Inverter	Sarriguren	N/A	N/A	Spain	0	Solar Inverter	H02M	Y02E	H02J	europe	H02M	H02J	
pat0152	num-7929325	yr2011	Solar Inverter	Niskayuna  NY	NY	NY	USA	0	Solar Inverter	H02M	Y02E	H02J	NY	Y02E	G05F	
pat0261	num-8218344	yr2012	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter	H02M	Y02E	H02J	germany	Y02B	Y02E	F24J
pat0681	num-13/097 945	yr2011	Solar Mounting/Rack	Wallerfing	N/A	N/A	Germany	14	Solar Mounting/Rack	F24J	Y02E	H01L	germany			
pat0570	num-12/878 664	yr2011	Solar Monitoring	Sunnyvale  CA	CA	CA	USA	8	Solar Inverter	H01L	Y02E	Y02B	Bay_Area	F24J	Y02E	E04C
pat0118	num-7844568	yr2010	Solar Monitoring	Wilmington  DE	DE	DE	USA	3	Solar Monitoring	H02J	Y02E	Y02B	DE	F24J	Y02E	Y02B
pat0832	num-13/484 033	yr2012	Solar Inverter	Webster  NY	NY	NY	USA	8	Solar Inverter	H01L	Y02E	Y02B	NY	Y02E	H01L	
pat0385	num-12/141 795	yr2009	Site Assessment	Englewood  CO	CO	CO	USA	1	Site Assessment	G01W	G06Q	G01R	CO	F24J	Y02B	Y02E
pat0559	num-12/855 850	yr2011	Solar Mounting/Rack	Colorado Springs  CO	CO	CO	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	CO	F24J	H01L	Y02E
pat0671	num-13/089 564	yr2011	Solar Mounting/Rack	Bielefeld	N/A	N/A	Germany	14	Solar Mounting/Rack	F24J	Y02E	H01L	germany			
pat0113	num-7832267	yr2010	Site Assessment	Boulder  CO	CO	CO	USA	1	Site Assessment	G01W	G06Q	G01R	CO	H05K	H02M	
pat0132	num-7873490	yr2011	Site Assessment	Sebastopol  CA	CA	CA	USA	5	Solar Monitoring	Y04S	G06Q	Y02E	Other_CA	Y02B	Y02E	F24J
pat0715	num-13/193 339	yr2011	Solar Mounting/Rack	Saratoga  CA	CA	CA	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J	Bay_Area	H02J	Y02E	
pat0685	num-13/107 600	yr2011	Solar Inverter	Nurnberg	N/A	N/A	Germany	0	Solar Inverter	H02M	Y02E	H02J	germany	H01L	Y02E	
pat0778	num-13/347 191	yr2012	Solar Inverter	Wagen	N/A	N/A	Germany	0	Solar Inverter	H02M	Y02E	H02J	germany	H02M		
pat0673	num-13/089 916	yr2011	Solar Monitoring	Dresden	N/A	N/A	Germany	11	Solar Inverter	Y02E	H02J	G05F	germany			
pat0039	num-7434362	yr2008	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	NM	F24J	Y02B	Y02E
pat0093	num-7786716	yr2010	Solar Monitoring	El Segundo	CA	CA	USA	6	Solar Inverter	H02J	Y02E	H02M	SOCAL	H02M	H02J	
pat0416	num-12/348 872	yr2009	Solar Monitoring	Kelkheim  DE	N/A	N/A	Germany	9	Solar Mounting/Rack	H01L	Y02E	H01R	germany			
pat0635	num-13/021 770	yr2011	Solar Mounting/Rack	New Milford  CT	CT	CT	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	CT	H02J		
pat0594	num-12/917 879	yr2011	Solar Inverter	Zurich	N/A	N/A	Switzerland	0	Solar Inverter	H02M	Y02E	H02J	europe	Y02E	Y02B	Y02E
pat0659	num-13/068 753	yr2012	Solar Inverter	Metzingen	N/A	N/A	Germany	0	Solar Inverter	H02M	Y02E	H02J	germany			
pat0487	num-12/612 641	yr2012	Solar Monitoring	Los Gatos  CA	CA	CA	USA	11	Solar Inverter	Y02E	H02J	G05F	Bay_Area	Y02E	H01L	Y02B
pat0678	num-13/094 924	yr2011	Solar Mounting/Rack	Ichtershausen	N/A	N/A	Germany	14	Solar Mounting/Rack	F24J	Y02E	H01L	germany	H01L	Y02E	
pat0740	num-13/243 603	yr2012	Solar Inverter	TAOYUAN HSIEN	N/A	N/A	Taiwan	11	Solar Inverter	Y02E	H02J	G05F	asia	F24J	H01L	F24J
pat0687	num-13/108 771	yr2011	Solar Mounting/Rack	Schaan	N/A	N/A	Liechtenstein	14	Solar Mounting/Rack	F24J	Y02E	H01L	europe	H02M	Y02E	Y02B
pat0761	num-13/302 041	yr2012	Solar Mounting/Rack	Tossicia  IT	N/A	N/A	Italy	2	Solar Mounting/Rack	F24J	Y02E	H01L	europe	H01L		
pat0210	num-8113853	yr2012	Solar Mounting/Rack	Toms River  NJ	NJ	NJ	USA	9	Solar Mounting/Rack	H01L	Y02E	H01R	NJ	H02J		
pat0047	num-7484507	yr2009	Solar Mounting/Rack	Vaughn	N/A	N/A	Canada	2	Solar Mounting/Rack	F24J	Y02E	H01L	canada	H02J		
pat0033	num-7397653	yr2008	Solar Inverter	Bend  OR	OR	OR	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	OR	H01L		
pat0510	num-12/722 096	yr2011	Solar Inverter	Perrysburg  OH	OH	OH	USA	11	Solar Inverter	Y02E	H02J	G05F	OH	F24J	Y02E	H01L
pat0774	num-13/329 696	yr2012	Solar Mounting/Rack	Perrysburg  OH	OH	OH	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	OH	H02J	G05F	H02M
pat0534	num-12/788 066	yr2010	Solar Monitoring	Hod Hasharon	N/A	N/A	Israel	5	Solar Monitoring	Y04S	G06Q	Y02E	middle_east			
pat0102	num-7812592	yr2010	Solar Monitoring	Niestetal	N/A	N/A	Germany	11	Solar Inverter	Y02E	H02J	G05F	germany	F24J	H01L	Y02B
pat0654	num-13/060 418	yr2011	Solar Mounting/Rack	Frankfurt	N/A	N/A	Germany	13	Solar Mounting/Rack	H01L	Y02E	F24J	germany	F24J	Y02B	
pat0672	num-13/089 575	yr2011	Solar Mounting/Rack	Bielefeld	N/A	N/A	Germany	14	Solar Mounting/Rack	F24J	Y02E	H01L	germany	Y02E	G01S	G06Q
pat0461	num-12/549 339	yr2011	Solar Mounting/Rack	Carlsbad  CA	USA	USA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	USA	F24J		
pat0414	num-12/338 740	yr2009	Solar Monitoring	Denver  CO	CO	CO	USA	7	Solar Inverter	Y02E	H02J	H01L	CO	Y02E	H01L	
pat0141	num-7899035	yr2011	Solar Inverter	Vienna	N/A	N/A	Austria	5	Solar Monitoring	Y04S	G06Q	Y02E	europe	F24J	H01L	H02J
pat0509	num-12/722 027	yr2010	Solar Inverter	Perrysburg  OH	OH	OH	USA	6	Solar Inverter	H02J	Y02E	H02M	OH	Y02E	H01L	H02J
pat0054	num-7557292	yr2009	Solar Mounting/Rack	Richmond  CA	CA	CA	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J	Bay_Area			
pat0465	num-12/564 664	yr2010	Solar Mounting/Rack	Alameda  CA	USA	USA	USA	4	Solar Mounting/Rack	Y02B	H01L	Y02E	USA	H02J	Y02E	
pat0716	num-13/194 725	yr2012	Solar Inverter	Dallas  TX	TX	TX	USA	11	Solar Inverter	Y02E	H02J	G05F	TX	H02M	H02J	
pat0172	num-8004117	yr2011	Solar Inverter	Herzelia	N/A	N/A	Israel	10	Solar Inverter	H02J	Y02E	H02M	middle_east			
pat0597	num-12/933 990	yr2011	Solar Inverter	Austin  TX	TX	TX	USA	6	Solar Inverter	H02J	Y02E	H02M	TX	G01R		
pat0251	num-8203069	yr2012	Solar Mounting/Rack	Fort Collins  CO	CO	CO	USA	7	Solar Inverter	Y02E	H02J	H01L	CO	H01L	Y02E	
pat0518	num-12/742 421	yr2010	Solar Mounting/Rack	Tomago	N/A	N/A	Australia	3	Solar Monitoring	H02J	Y02E	Y02B	oceana	G01S	F24J	H01L
pat0412	num-12/323 450	yr2010	Solar Monitoring	Chicago  IL	IL	IL	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J	IL	G01S	F24J	H01L
pat0823	num-13/467 382	yr2012	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter	H02M	Y02E	H02J	germany			
pat0801	num-13/410452	yr2012	Solar Monitoring	Niestetal	N/A	N/A	Germany	11	Solar Inverter	Y02E	H02J	G05F	germany	G01R	G06Q	G05F
pat0709	num-13/171 428	yr2012	Solar Mounting/Rack	Hong Kong	N/A	N/A	China	13	Solar Mounting/Rack	H01L	Y02E	F24J	asia	Y02E	H02J	
pat0730	num-13/216 376	yr2011	Solar Mounting/Rack	Eagan  MN	MN	MN	USA	3	Solar Monitoring	H02J	Y02E	Y02B	MN			
pat0175	num-8013583	yr2011	Solar Monitoring	Novato  CA	CA	CA	USA	6	Solar Inverter	H02J	Y02E	H02M	Bay_Area	G01R	H02S	
pat0699	num-13/152 360	yr2011	Solar Monitoring	Cary  NC	NC	NC	USA	7	Solar Inverter	Y02E	H02J	H01L	NC			
pat0574	num-12/894 704	yr2012	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	Bay_Area	H02J	G01R	
pat0124	num-7856769	yr2010	Solar Mounting/Rack	Berkeley  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	Bay_Area			
pat0424	num-12/378 310	yr2010	Solar Mounting/Rack	Auburn Hills  MI	MI	MI	USA	8	Solar Inverter	H01L	Y02E	Y02B	MI	G08C	H04Q	H04B
pat0743	num-13/253 154	yr2012	Solar Monitoring	Boulder  CO	CO	CO	USA	5	Solar Monitoring	Y04S	G06Q	Y02E	CO	G01R		
pat0621	num-12/976 258	yr2012	Solar Mounting/Rack	Boston  MA	MA	MA	USA	13	Solar Mounting/Rack	H01L	Y02E	F24J	MA	H02J	H01L	
pat0536	num-12/791 580	yr2011	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	NM	F24J	H01L	Y02B
pat0064	num-7622912	yr2009	Solar Monitoring	San Jose  CA	CA	CA	USA	6	Solar Inverter	H02J	Y02E	H02M	Bay_Area	Y02E	G05F	
pat0405	num-12/284 915	yr2009	Solar Inverter	Petaluma  CA	CA	CA	USA	8	Solar Inverter	H01L	Y02E	Y02B	Other_CA			
pat0693	num-13/131 065	yr2011	Solar Mounting/Rack	Carlsbad  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	SOCAL	H01L		
pat0786	num-13/362 530	yr2012	Solar Mounting/Rack	Rockaway  NJ	NJ	NJ	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	NJ	H01L		
pat0337	num-11/515 094	yr2007	Solar Mounting/Rack	Roanoke  TX	TX	TX	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	TX	F24J	H01L	Y02B
pat0208	num-8106765	yr2012	Solar Monitoring	Ben Lomond  CA	CA	CA	USA	6	Solar Inverter	H02J	Y02E	H02M	Other_CA	Y02E	H02J	
pat0596	num-12/922 081	yr2011	Solar Mounting/Rack	Leutkirch	N/A	N/A	Germany	9	Solar Mounting/Rack	H01L	Y02E	H01R	germany			
pat0191	num-8061091	yr2011	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	Bay_Area	Y02E	Y02B	H02M
pat0192	num-8065844	yr2011	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	Bay_Area	F24J	F16B	
pat0160	num-7962247	yr2011	Solar Monitoring	Camarillo  CA	CA	CA	USA	5	Solar Monitoring	Y04S	G06Q	Y02E	SOCAL	F24J	Y02E	H01L
pat0402	num-12/250 433	yr2010	Solar Mounting/Rack	San Rafeal  CA	CA	CA	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	Bay_Area	Y02E	H01L	H02J
pat0365	num-11/947 718	yr2008	Solar Mounting/Rack	San Diego  CA	CA	CA	USA	13	Solar Mounting/Rack	H01L	Y02E	F24J	SOCAL	F24J	H01L	Y02B
pat0497	num-12/663 499	yr2010	Solar Inverter	Arezzo	N/A	N/A	Italy	11	Solar Inverter	Y02E	H02J	G05F	europe	H02H	H01L	
pat0053	num-7531741	yr2009	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	NM	F24J	E04H	Y02B
pat0155	num-7938661	yr2011	Solar Mounting/Rack	Berwyn  PA	PA	PA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	PA	F24J	Y02B	
pat0815	num-13/439250	yr2012	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter	H02M	Y02E	H02J	germany	H01L	Y02B	
pat0149	num-7924582	yr2011	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter	H02M	Y02E	H02J	germany	H01L	Y02E	E04D
pat0111	num-7824191	yr2010	Solar Inverter	Roanoke  TX	TX	TX	USA	9	Solar Mounting/Rack	H01L	Y02E	H01R	TX	H02J		
pat0818	num-13/448 801	yr2012	Solar Monitoring	Chargin Falls  OH	OH	OH	USA	11	Solar Inverter	Y02E	H02J	G05F	OH	H02M	Y02E	Y02B
pat0600	num-12/943 360	yr2011	Solar Mounting/Rack	Upper Montclair  NJ	NJ	NJ	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J	NJ	H02J	H02M	
pat0756	num-13/285 065	yr2012	Solar Inverter	Ottawa	N/A	N/A	Canada	10	Solar Inverter	H02J	Y02E	H02M	canada	H02J	H01M	
pat0181	num-8023297	yr2011	Solar Inverter	Niskayuna  NY	NY	NY	USA	0	Solar Inverter	H02M	Y02E	H02J	NY	F24J		
pat0112	num-7832157	yr2010	Solar Mounting/Rack	Los Gatos  CA	CA	CA	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J	Bay_Area	F24J	Y02E	H01L
pat0235	num-8175755	yr2012	Solar Monitoring	Schenectady  NY	NY	NY	USA	6	Solar Inverter	H02J	Y02E	H02M	NY	H01M	Y02E	H02J
pat0144	num-7906870	yr2011	Solar Inverter	Bend  OR	OR	OR	USA	6	Solar Inverter	H02J	Y02E	H02M	OR	Y02B	Y02E	H01L
pat0767	num-13/316 007	yr2012	Solar Mounting/Rack	Philadephia  PA	PA	PA	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	PA	F24J	Y02E	H01L
pat0027	num-7336201	yr2008	Solar Monitoring	Mineola  NY	NY	NY	USA	5	Solar Monitoring	Y04S	G06Q	Y02E	NY	Y02E	H02J	
pat0555	num-12/846 686	yr2012	Solar Mounting/Rack	Perrysburg  OH	OH	OH	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	OH			
pat0266	num-8227937	yr2012	Solar Inverter	Blaine  WA	WA	WA	USA	6	Solar Inverter	H02J	Y02E	H02M	WA	F24J	H01L	
pat0619	num-12/970 579	yr2012	Solar Inverter	Hsinchu	N/A	N/A	Taiwan	0	Solar Inverter	H02M	Y02E	H02J	asia	F24J	F16B	F24J
pat0799	num-13/408 264	yr2012	Solar Mounting/Rack	San Rafeal  CA	CA	CA	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	Bay_Area	Y02E	Y02B	H02M
pat0062	num-7619200	yr2009	Solar Mounting/Rack	Fort Collins  CO	CO	CO	USA	8	Solar Inverter	H01L	Y02E	Y02B	CO	H02M		
pat0379	num-12/118 807	yr2009	Solar Monitoring	Schenectady  NY	NY	NY	USA	5	Solar Monitoring	Y04S	G06Q	Y02E	NY			
pat0233	num-8171679	yr2012	Solar Mounting/Rack	Alameda  CA	CA	CA	USA	4	Solar Mounting/Rack	Y02B	H01L	Y02E	Bay_Area	H02M	H02J	
pat0167	num-7986122	yr2011	Solar Inverter	Petaluma  CA	CA	CA	USA	11	Solar Inverter	Y02E	H02J	G05F	Other_CA			
pat0009	num-7000395	yr2006	Solar Monitoring	Jhongli	N/A	N/A	Taiwan	6	Solar Inverter	H02J	Y02E	H02M	asia			
pat0809	num-13/427 314	yr2012	Solar Monitoring	Osaka	N/A	N/A	Japan	3	Solar Monitoring	H02J	Y02E	Y02B	jp			
pat0758	num-13/294 237	yr2012	Solar Monitoring	Freiberg	N/A	N/A	Germany	6	Solar Inverter	H02J	Y02E	H02M	germany	H01L	Y02E	H02J
pat0211	num-8115340	yr2012	Solar Monitoring	Hayward  CA	CA	CA	USA	7	Solar Inverter	Y02E	H02J	H01L	Bay_Area	H02M	H02J	
pat0615	num-12/961 249	yr2011	Solar Mounting/Rack	Alameda  CA	CA	CA	USA	4	Solar Mounting/Rack	Y02B	H01L	Y02E	Bay_Area	F24J	Y02E	H01L
pat0731	num-13/222 832	yr2012	Solar Monitoring	Obernburg	N/A	N/A	Germany	3	Solar Monitoring	H02J	Y02E	Y02B	germany	Y02E	H02M	H02J
pat0116	num-7843085	yr2010	Solar Inverter	Fort Collins  CO	CO	CO	USA	13	Solar Mounting/Rack	H01L	Y02E	F24J	CO	Y02E	H01L	
pat0072	num-7690123	yr2010	Site Assessment	Sebastopol  CA	CA	CA	USA	5	Solar Monitoring	Y04S	G06Q	Y02E	Other_CA	Y02E	G05F	H02M
pat0679	num-13/095 179	yr2011	Solar Inverter	Austin  TX	TX	TX	USA	6	Solar Inverter	H02J	Y02E	H02M	TX	F24J	Y02E	Y02B
pat0327	num-11/011 674	yr2005	Solar Mounting/Rack	Warrenville  IL	IL	IL	USA	13	Solar Mounting/Rack	H01L	Y02E	F24J	IL	F24J	Y02B	F24J
pat0320	num-10/743 683	yr2005	Solar Mounting/Rack	Malibu  CA	CA	CA	USA	13	Solar Mounting/Rack	H01L	Y02E	F24J	SOCAL	H02M	Y02E	
pat0593	num-12/915 926	yr2011	Solar Inverter	Hong Kong	N/A	N/A	China	10	Solar Inverter	H02J	Y02E	H02M	asia	H01R	H01L	Y02B
pat0688	num-13/117 972	yr2012	Solar Inverter	Baden	N/A	N/A	Switzerland	0	Solar Inverter	H02M	Y02E	H02J	europe	F24J	Y02E	H01L
pat0315	num-8334618	yr2009	Solar Inverter	Cleveland  OH	OH	OH	USA	6	Solar Inverter	H02J	Y02E	H02M	OH	G06F		
pat0143	num-7900407	yr2008	Solar Mounting/Rack	Berkley CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	Bay_Area			
pat0349	num-11/765 991	yr2008	Solar Inverter	San Jose  CA	CA	CA	USA	13	Solar Mounting/Rack	H01L	Y02E	F24J	Bay_Area			
pat0333	num-11/400 022	yr2006	Solar Mounting/Rack	Memphis  TN	TN	TN	USA	4	Solar Mounting/Rack	Y02B	H01L	Y02E	TN	F24J		
pat0814	num-13/437 992	yr2012	Solar Mounting/Rack	London	N/A	N/A	Canada	14	Solar Mounting/Rack	F24J	Y02E	H01L	canada	F24J	Y02E	H01L
pat0213	num-8128044	yr2012	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	NM			
pat0485	num-12/609 742	yr2011	Solar Inverter	Austin  TX	TX	TX	USA	8	Solar Inverter	H01L	Y02E	Y02B	TX	G01R		
pat0664	num-13/076 936	yr2012	Solar Mounting/Rack	Hamburg	N/A	N/A	Germany	14	Solar Mounting/Rack	F24J	Y02E	H01L	germany	G01R		
pat0721	num-13/199 547	yr2012	Solar Mounting/Rack	Rangsdorf	N/A	N/A	Germany	14	Solar Mounting/Rack	F24J	Y02E	H01L	germany	E04D	Y02B	E04D
pat0198	num-8085564	yr2011	Solar Inverter	Schenectady  NY	NY	NY	USA	6	Solar Inverter	H02J	Y02E	H02M	NY	Y02E	H02J	Y02E
pat0847	num-13/578 604	yr2012	Solar Mounting/Rack	Osaka	N/A	N/A	Japan	4	Solar Mounting/Rack	Y02B	H01L	Y02E	jp	F24J	H01L	
pat0134	num-7884500	yr2011	Solar Inverter	Sunnyvale  CA	CA	CA	USA	0	Solar Inverter	H02M	Y02E	H02J	Bay_Area	H01L		
pat0724	num-13/204 957	yr2011	Solar Inverter	Niestetal	N/A	N/A	Germany	6	Solar Inverter	H02J	Y02E	H02M	germany	H01L		
pat0742	num-13/244 222	yr2012	Solar Monitoring	Cambridge  GB	N/A	N/A	Great Britain	3	Solar Monitoring	H02J	Y02E	Y02B	europe	G05F		
pat0380	num-12/121 578	yr2008	Solar Inverter	Colorado Springs  CO	CO	CO	USA	8	Solar Inverter	H01L	Y02E	Y02B	CO			
pat0250	num-8201382	yr2012	Solar Mounting/Rack	Boston  MA	MA	MA	USA	13	Solar Mounting/Rack	H01L	Y02E	F24J	MA	H01L	Y02E	
pat0369	num-11/997 686	yr2009	Solar Monitoring	Alice Springs	N/A	N/A	Australia	3	Solar Monitoring	H02J	Y02E	Y02B	oceana	H01L	Y02B	
pat0495	num-12/657 069	yr2010	Solar Inverter	Petaluma  CA	CA	CA	USA	8	Solar Inverter	H01L	Y02E	Y02B	Other_CA	H02J		
pat0545	num-12/818 305	yr2010	Solar Inverter	Dresden	N/A	N/A	Germany	6	Solar Inverter	H02J	Y02E	H02M	germany			
pat0642	num-13/033 434	yr2011	Solar Monitoring	Dhahran	N/A	N/A	Saudi Arabia	5	Solar Monitoring	Y04S	G06Q	Y02E	middle_east	E04F	F24J	Y02B
pat0568	num-12/871 234	yr2012	Solar Monitoring	Portland  TN	TN	TN	USA	5	Solar Monitoring	Y04S	G06Q	Y02E	TN	G01R		
pat0389	num-12/162 187	yr2009	Solar Inverter	Osaka	N/A	N/A	Japan	11	Solar Inverter	Y02E	H02J	G05F	jp	H02J		
pat0188	num-8053930	yr2011	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter	H02M	Y02E	H02J	germany			
pat0041	num-7435897	yr2008	Solar Mounting/Rack	Billerica  MA	MA	MA	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	MA	G01R		
pat0139	num-7896000	yr2011	Solar Mounting/Rack	Vaughn	N/A	N/A	Canada	2	Solar Mounting/Rack	F24J	Y02E	H01L	canada	F24J	Y02E	H01L
pat0788	num-13/377 336	yr2012	Solar Mounting/Rack	Dongguan	N/A	N/A	China	14	Solar Mounting/Rack	F24J	Y02E	H01L	asia	H01L		
pat0314	num-8334617	yr2012	Solar Inverter	Madrid	N/A	N/A	Spain	11	Solar Inverter	Y02E	H02J	G05F	europe			
pat0076	num-7706990	yr2010	Solar Monitoring	Cold Spring  NY	NY	NY	USA	5	Solar Monitoring	Y04S	G06Q	Y02E	NY	H02G		
pat0694	num-13/135 942	yr2012	Solar Mounting/Rack	Richboro  PA	PA	PA	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J	PA	H02M		
pat0137	num-7890217	yr2011	Solar Monitoring	Schenectady  NY	NY	NY	USA	3	Solar Monitoring	H02J	Y02E	Y02B	NY			
pat0691	num-13/128 211	yr2012	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	13	Solar Mounting/Rack	H01L	Y02E	F24J	Bay_Area	F24J	F16B	H01L
pat0477	num-12/592 751	yr2010	Solar Mounting/Rack	Westford  MA	MA	MA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	MA			
pat0470	num-12/565 004	yr2010	Solar Inverter	Schenectady  NY	NY	NY	USA	6	Solar Inverter	H02J	Y02E	H02M	NY	F24J	Y02E	H01L
pat0588	num-12/908 953	yr2011	Solar Monitoring	Warrenville  IL	IL	IL	USA	13	Solar Mounting/Rack	H01L	Y02E	F24J	IL			
pat0206	num-8106537	yr2012	Solar Inverter	Boston  MA	MA	MA	USA	11	Solar Inverter	Y02E	H02J	G05F	MA			
pat0450	num-12/498 478	yr2010	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter	H02M	Y02E	H02J	germany			
pat0049	num-7500391	yr2009	Site Assessment	Boulder  CO	CO	CO	USA	1	Site Assessment	G01W	G06Q	G01R	CO	Y02E	H02M	H02J
pat0422	num-12/371 315	yr2010	Solar Monitoring	San Jose  CA	CA	CA	USA	7	Solar Inverter	Y02E	H02J	H01L	Bay_Area			
pat0145	num-7908348	yr2011	Solar Mounting/Rack	Schenectady  NY	NY	NY	USA	5	Solar Monitoring	Y04S	G06Q	Y02E	NY			
pat0486	num-12/612 170	yr2011	Solar Mounting/Rack	Schenectady  NY	NY	NY	USA	13	Solar Mounting/Rack	H01L	Y02E	F24J	NY			
																
																
														G01R	Y02E	H01L
																
														F24J	Y02E	H01L
														F24J	Y02E	H01L
														F24J	H01L	Y02E
														H01L	Y02B	H01L
														H01H		
																
														G01R	H02H	
														Y02E	F24J	Y02E
